ATERIO_DATACENTER_UNIQUE_ID,DATACENTER_BUILDING_NAME,DATACENTER_CAMPUS_NAME,PROVIDER_NAME,PROVIDER_URL,PROVIDER_PUBLIC_PRIVATE,PROVIDER_TICKER_NAME,PROVIDER_BLOOMBERG_TICKER_NAME,STOCK_EXCHANGE_PROVIDER_NAME,PROVIDER_BACKED_BY,DATACENTER_STAGE,FULL_ADDRESS,ZIP_CODE,COUNTY_FIPS_CODE,COUNTY_NAME,CITY_NAME,PLACE_FIPS_CODE,STATE_CODE,STATE_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,SITE_ACREAGE,TOT_FACILITY_SPACE_SQFT,TOT_DATACENTER_SPACE_SQFT,TOT_POWER_MW,EST_TOT_POWER_MW,EST_TOT_POWER_MW_LOWER,EST_TOT_POWER_MW_UPPER,AVG_MARKET_POWER_COST,CENTS_KWH,YEAR_BUILT,UTILITY_NAME,UTILITY_CODE,UTILITY_PUBLIC_PRIVATE,UTILITY_TICKER_NAME,UTILITY_BLOOMBERG_TICKER_NAME,UTILITY_EXCHANGE_PROVIDER_TICKER_NAME,DATASHEET_URL,MAP_URL,NOTES,RECORD_UPDATED_DATE,UPDATED_AT
af48ab77-f0ea-4c39-a5f2-d5f913a2ecee,PA1 Philadelphia Data Center,,365 Data Centers,https://www.365datacenters.com,Private,,,,,Active,"1500 Spring Garden Street, Philadelphia, PA, USA",19130,42101,Philadelphia County,Philadelphia,60000,PA,Pennsylvania,39.9621155,-75.1640533,,135100,135100,10,On Subscription,On Subscription,On Subscription,7.14,,1947,PECO Energy Co,14940,Public,EXC,EXC:US,NASDAQ:EXC,https://365datacenters.com/philadelphia-data-center-2/,https://maps.app.goo.gl/QvhwLVEkm1Da9j6P9,,2024-09-20,2024-11-15
0597f549-d0ba-4540-983e-e85dcc80f7c3,Philadelphia - Collegeville Data Center,,Flexential,https://www.flexential.com,Private,,,,,Active,"101 Troutman Road, Collegeville, PA, USA",19426,42091,Montgomery County,Collegeville,15192,PA,Pennsylvania,40.1519189,-75.4769085,,203703,203703,7.2,On Subscription,On Subscription,On Subscription,7.14,,2009,PECO Energy Co,14940,Public,EXC,EXC:US,NASDAQ:EXC,https://www.flexential.com/data-centers/pa/philadelphia/collegeville-data-center,https://maps.app.goo.gl/73iY1icChmZLvXFH7,Solar Panels found on property,2024-09-20,2024-11-15
99de8ede-442a-404d-98a5-a0dd23f1e539,Ashburn Data Center,,H5 Data Centers,https://www.h5datacenters.com,Private,,,,,Construction,"21800 Beaumeade Circle, Ashburn, VA, USA",20147,51107,Loudoun County,Ashburn,03320,VA,Virginia,39.0138165,-77.4526301,,255000,255000,42,On Subscription,On Subscription,On Subscription,,,,Virginia Electric & Power Co,19876,Public,D,D:US,NYSE:D,https://h5datacenters.com/ashburn-data-center.html,https://maps.app.goo.gl/2oi3J87S6KfyuYh1A,"Satellite 2024-11-02 Construction 90%, Dominion Power",2024-09-20,2024-11-15
f9fb32a0-7147-4563-b5f4-f675751254ad,Baltimore Owings Mills Data Center,,Expedient,https://www.expedient.com,Private,,,,,Active,"11155 Red Run Blvd, Owings Mills, MD, USA",21117,24005,Baltimore County,Owings Mills,59425,MD,Maryland,39.4271172,-76.8117092,,21754,21754,0.8,On Subscription,On Subscription,On Subscription,8.49,,1999,Baltimore Gas & Electric Co,1167,Public,EXC,EXC:US,NASDAQ:EXC,https://www.expedient.com/data-centers/baltimore/,https://maps.app.goo.gl/2Sq9up4cMpXdhY8i9,,2024-09-20,2024-11-15
794f460b-6559-4c09-94c6-2391d37b7ca7,Atlanta Data Center,,Cogent Communications,https://www.cogentco.com,Public,CCOI,CCOI:US,NASDAQ:CCOI,,Active,"55 Marietta St NW, Atlanta, GA, USA",30303,13121,Fulton County,Atlanta,04000,GA,Georgia,33.755851,-84.3912428,,7826,7826,,On Subscription,On Subscription,On Subscription,,,,Georgia Power Co,7140,Public,GPJA,GPB:US,NYSE:GPJA,https://www.cogentco.com/en/cogent-atlanta,https://maps.app.goo.gl/X3kAjhiMd9MQJW8T6,,2024-09-20,2024-11-15
2cc64164-f974-49b2-b24c-7240c4f76062,Atlanta Data Center (ATL1),,Evocative,https://www.evocative.com,Private,,,,,Active,"250 Williams Street Northwest, Atlanta, GA, USA",30303,13121,Fulton County,Atlanta,04000,GA,Georgia,33.7615051,-84.3914096,,36000,36000,15,On Subscription,On Subscription,On Subscription,,,,Georgia Power Co,7140,Public,GPJA,GPB:US,NYSE:GPJA,https://evocative.com/data-centers/atlanta-ga-data-center-atl1/,https://maps.app.goo.gl/Zqt9xUhepA6Zn4pL8,,2024-09-20,2024-11-15
0f8b7696-0ad1-4344-95aa-2ebcb852e200,Atlanta 2 Data Center,,Cogent Communications,https://www.cogentco.com,Public,CCOI,CCOI:US,NASDAQ:CCOI,,Active,"1190 Allene Ave SW, Atlanta, GA",30310,13121,Fulton County,Atlanta,04000,GA,Georgia,33.72246143,-84.41257395,,36172,36172,,On Subscription,On Subscription,On Subscription,,,,Georgia Power Co,7140,Public,GPJA,GPB:US,NYSE:GPJA,https://www.cogentco.com/en/cogent-atlanta,https://maps.app.goo.gl/s9Sa1GSY7iBazway9,,2024-09-20,2024-11-15
87a14c1d-8c4f-4e92-9506-38904a85afbf,ATL1 - Midtown Atlanta Data Center,,DataBank,https://www.databank.com,Private,,,,,Active,"760 W Peachtree St NW, Atlanta, GA, USA",30332,13121,Fulton County,Atlanta,04000,GA,Georgia,33.7754992,-84.3877354,,700000,38260,5.4,On Subscription,On Subscription,On Subscription,4.77,,2019,Georgia Power Co,7140,Public,GPJA,GPB:US,NYSE:GPJA,https://www.databank.com/data-centers/atlanta/760-peachtree-street/,https://maps.app.goo.gl/WaztboLZytAdaLVn7,,2024-09-20,2024-11-15
f98107b7-21ef-48a7-9372-925fd3325c38,AT4 Atlanta IBX Data Center,,Equinix,https://www.equinix.com,Public,EQIX,EQIX:US,NASDAQ:EQIX,,Active,"450 Interstate North Parkway, Atlanta, GA, USA",30339,13067,Cobb County,Atlanta,04000,GA,Georgia,33.8954451,-84.4536112,,43451,66779,12,On Subscription,On Subscription,On Subscription,4.77,,1998,Georgia Power Co,7140,Public,GPJA,GPB:US,NYSE:GPJA,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/atlanta-data-centers/at4,https://maps.app.goo.gl/dXSu71iaSCtyEXoZ8,Area Estimated by Aterio,2024-09-20,2024-11-15
db5541db-8139-4e8f-8564-0e592cf4ee49,TPA1 Tampa Data Center ,,Centersquare,https://www.centersquaredc.com,Private,,,,Brookfield,Active,"9310 Florida Palm Drive, Tampa, FL, USA",33619,12057,Hillsborough County,Tampa,71000,FL,Florida,27.9453237,-82.3511991,,100000,100000,12,On Subscription,On Subscription,On Subscription,8.35,,1999,Tampa Electric Co,18454,Public,EMA,EMA:CN,TSE:EMA,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-TPA-SpecSheet.pdf,https://maps.app.goo.gl/vgyxnp8X5iTPx88bA,,2024-09-20,2024-11-15
c3bfdc49-52e2-48c9-ad90-2953696e2976,Amazon AWS CMH - 5113 Hayden Building 1,"Hayden, AWS Campus",Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,Active,"5113 Hayden Run Rd, Hilliard, OH 43026, USA",43026,39049,Franklin County,Hilliard,35476,OH,Ohio,40.0623836,-83.1341444,,154000,154000,,On Subscription,On Subscription,On Subscription,,,,Ohio Edison Co,13998,Public,FE,FE:US,NYSE:FE,https://www.aboutamazon.com/news/aws,https://maps.app.goo.gl/K36txvaRtMJn1F7u9," Correct Substation 40.05883398918697, -83.13208304019149",2024-09-20,2024-11-15
55e23001-ee1c-4b82-956d-6149c43617e3,St. Joseph County Project,"St. Joseph, AWS Campus",Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,Announcement,"Olive Township, IN ",46552,18141,St. Joseph County,New Carlisle,52704,IN,Indiana,41.677117,-86.441892,900,864000,864000,,On Subscription,On Subscription,On Subscription,,,,Indiana Michigan Power Co,9324,Public,AEP,AEP:US,NASDAQ:AEP,https://www.aboutamazon.com/news/aws/aws-indiana-investment-11-billion,https://maps.app.goo.gl/GEchUGGaX9uSUcS76,Satellite 2024-08-11 -  No Expected completion date announced ,2024-09-20,2024-11-15
14c3ec08-1803-4368-ac7a-fbd879e635eb,Southfield Data Center NW (DC2),"Southfield, 123NET Campus",123NET,https://www.123.net,Private,,,,https://graingp.com/,Active,"24275 Northwestern Hwy, Southfield, MI, USA",48075,26125,Oakland County,Southfield,74900,MI,Michigan,42.4670347,-83.2350006,,21000,8000,1,On Subscription,On Subscription,On Subscription,,,2006,DTE Electric Company,5109,Public,DTE,DTE:US,NYSE:DTE,https://www.123.net/data-center-colocation/,https://maps.app.goo.gl/5Qw1wJUiGjfo4GHP9,,2024-09-20,2024-11-15
80a867b0-6f28-4776-af88-5cda81b900b3,Detroit Data Center (DC1),,123NET,https://www.123.net,Private,,,,https://graingp.com/,Active,"24700 Northwestern Hwy, Southfield, MI 48075, USA",48075,26125,Oakland County,Southfield,74900,MI,Michigan,42.4716194,-83.2381417,,136000,136000,20,On Subscription,On Subscription,On Subscription,,,2015,DTE Electric Company,5109,Public,DTE,DTE:US,NYSE:DTE,https://www.123.net/data-center-colocation/,https://maps.app.goo.gl/WALopGEkb4JE4Bdg6,,2024-09-20,2024-11-15
5eac30df-7851-4905-8cd6-6c96b34da23b,Southfield Data Center W (DC3),"Southfield, 123NET Campus",123NET,https://www.123.net,Private,,,,https://graingp.com/,Active,"24245 Northwestern Hwy, Southfield, MI, USA",48075,26125,Oakland County,Southfield,74900,MI,Michigan,42.4668622,-83.234666,,21000,8000,1.5,On Subscription,On Subscription,On Subscription,,,2011,DTE Electric Company,5109,Public,DTE,DTE:US,NYSE:DTE,https://www.123.net/data-center-colocation/,https://maps.app.goo.gl/uqhC4bmsqgFxmo8M9,,2024-09-20,2024-11-15
c5fe22bd-0670-427c-ae03-5674b8e007ef,MIWI1 Wells Building Data Center,,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,Active,"324 East Wisconsin Avenue, Milwaukee, WI, USA",53202,55079,Milwaukee County,Milwaukee,53000,WI,Wisconsin,43.0390402,-87.9070463,,160000,5000,0.5,On Subscription,On Subscription,On Subscription,8.25,,1901,Wisconsin Electric Power Co,20847,Public,WEC,WEC:US,NYSE:WEC,https://www.1547realty.com/data-center/milwaukee-wi-miwi1/,https://maps.app.goo.gl/CYGECo5FQo559uWJA,,2024-09-20,2024-11-15
70c1c93c-8b22-4a4b-9d46-79d61ecd41cd,DEN - 1 - Denver Data Center,,Iron Mountain Data Centers,https://www.ironmountain.com/data-centers,Public,IRM,IRM:US,NYSE:IRM,,Active,"4300 Brighton Blvd, Denver, CO, USA",80216,08031,Denver County,Denver,20000,CO,Colorado,39.7773595,-104.968274,6,180000,180000,14.4,On Subscription,On Subscription,On Subscription,7.21,,1946,Public Service Co of Colorado,15466,Public,XEL,XEL:US,NASDAQ:XEL,https://www.ironmountain.com/data-centers/locations/denver-data-center,https://maps.app.goo.gl/AKWL6DzBaKzEsbr27,,2024-09-20,2024-11-15
fd5c85f0-24dd-47cf-908c-2701267dd41a,Sunnyvale 1 Data Center,,Lumen,https://www.lumen.com,Public,LUMN,LUMN:US,NYSE:LUMN,,Active,"1380 Kifer Road, Sunnyvale, CA, USA",94086,06085,Santa Clara County,Sunnyvale,77000,CA,California,37.3734237,-121.9876548,,70000,70000,6,On Subscription,On Subscription,On Subscription,,,,Pacific Gas & Electric Co.,14328,Public,PCG,PCG:US,NYSE:PCG,https://www.lumen.com/en-us/edge-cloud/data-centers.html,https://maps.app.goo.gl/CCMikFEHnf5MxE1SA,,2024-09-20,2024-11-15
016a5328-50c1-4c65-bec6-14b56e528d5c,SV9 Santa Clara Data Center,,CoreSite,https://www.coresite.com,Private,,,,American Tower,Construction,"2915 Stender Way, Santa Clara, CA",95054,06085,Santa Clara County,Santa Clara,69084,CA,California,37.37504815,-121.9698662,,240000,240000,34,On Subscription,On Subscription,On Subscription,12.1,,2019,Pacific Gas & Electric Co.,14328,Public,PCG,PCG:US,NYSE:PCG,https://www.coresite.com/hubfs/621d381a1dcae640fbe934e1_CoreSite-SV9-Presale-Brochure.pdf?__hstc=222326596.27595b1e361c5e057cdcf378d33509c4.1727669434384.1727748559681.1727749699683.6&__hssc=222326596.29195.1727748559681&__hsfp=81399884&hsutk=27595b1e361c5e057cdcf378d33509c4&contentType=standard-page,https://maps.app.goo.gl/8WG2oDu7zDSTgVk76,Satellite 2024-10-04 Construction 70% - CoreSite’s SV9 data center is certified as part of the NVIDIA DGX-Ready Data Center program,2024-11-07,2024-11-15
034ea822-15d5-4855-98de-640486be237b,Portland - Hillsboro 1 Data Center,"Hillsboro, Flexential Campus",Flexential,https://www.flexential.com,Private,,,,,Active,"3935 NE Aloclek Dr, Hillsboro, OR 97124, USA",97124,41067,Washington County,Hillsboro,34100,OR,Oregon,45.5484502,-122.891445,,85388,85388,5.3,On Subscription,On Subscription,On Subscription,6.27,,1999,Portland General Electric Co,15248,Public,POR,POR:US,NYSE:POR,https://www.flexential.com/data-centers/or/portland/hillsboro1-data-center,https://maps.app.goo.gl/WtbC2uL7aHJbxBgo6,,2024-09-20,2024-11-15
28ab55b6-0148-4b98-87ad-c0b4d8dd2a05,ORNY1 Orangeburg Data Center,,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,Active,"1 Ramland Road South, Orangeburg, NY, USA",10962,36087,Rockland County,Orangeburg,55167,NY,New York,41.0334109,-73.9707996,,232000,180000,12,On Subscription,On Subscription,On Subscription,,,,Orange & Rockland Utils Inc,14154,Private,,,,https://www.1547realty.com/data-center/orangeburg-new-york-orny1/,https://maps.app.goo.gl/i1zLybhEV7R2aaTp6,,2024-09-20,2024-11-15
d4e59327-0ae6-4921-abe4-629b3451fbc2,Amazon AWS IAD - 10281 Tanner Building 3,"Tanner, AWS Campus",Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,Active,"10281 Tanner Way, Manassas, VA 20110, USA",20110,51683,Manassas City,Manassas,48952,VA,Virginia,38.7360262,-77.5048655,,214796,214796,,On Subscription,On Subscription,On Subscription,,,,City of Manassas - (VA),11560,Private,,,,,https://maps.app.goo.gl/S9TW2Wyv2VDGUrCe9,Correct substation 38.7399827	-77.509157,2024-09-20,2024-11-15
88854ca9-8834-44d1-9074-b975066da547,Amazon AWS IAD - 4100 Westfax,"Westfax, AWS Campus",Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,Active,"4100B Westfax Dr, 20151 Chantilly, Virginia",20151,51059,Fairfax County,Chantilly,14744,VA,Virginia,38.8996423,-77.4535248,,71000,71000,,On Subscription,On Subscription,On Subscription,,,,Northern Virginia Elec Coop,13640,Private,,,,,https://maps.app.goo.gl/UtL82DK3Tbb13rKW7,,2024-09-20,2024-11-15
f0249e59-5c02-4de7-acfd-15621e9fbc97,NVA5 Northern Virginia Sterling Data Center,,CyrusOne,https://www.cyrusone.com,Private,,,,KKR,Active,"21350 Pacific Blvd, Sterling, VA, USA",20166,51107,Loudoun County,Sterling,75376,VA,Virginia,39.0251361,-77.4339188,,1000000,1000000,105,On Subscription,On Subscription,On Subscription,6.85,,2017,Northern Virginia Elec Coop,13640,Private,,,,https://www.cyrusone.com/data-centers/north-america/virginia/nva5-sterling,https://maps.app.goo.gl/nte6rL3P51amwJ45A,Expansion completed in 2019,2024-09-20,2024-11-15
11012523-259c-4342-afcf-c2f8dae5e051,Raleigh Data Center,,TierPoint,https://www.tierpoint.com,Private,,,,Argo Infrastructure Partners,Active,"5301 Departure Drive, Raleigh, NC, USA",27616,37183,Wake County,Raleigh,55000,NC,North Carolina,35.8543806,-78.5970108,,65000,65000,10,On Subscription,On Subscription,On Subscription,6.57,,,Wake Electric Membership Corp,19981,Private,,,,https://www.tierpoint.com/data-centers/north-carolina/raleigh/,https://maps.app.goo.gl/nTDYGtTN7EPBJ6dy7,,2024-09-20,2024-11-15
2cf7ccd0-94af-40d5-8509-6af79cec6422,GA2 Smyrna Data Center,,365 Data Centers,https://www.365datacenters.com,Private,,,,,Active,"5600 United Drive Southeast, Smyrna, GA, USA",30082,13067,Cobb County,Smyrna,71492,GA,Georgia,33.8412318,-84.5223827,,77300,77300,4,On Subscription,On Subscription,On Subscription,,,,Cobb Electric Membership Corp,3916,Private,,,,https://365datacenters.com/smyrna-data-center/,https://maps.app.goo.gl/frLBuoYxBf5VRZQ37,,2024-09-20,2024-11-15
2426479f-7b10-40cf-87e4-0a9e2d95711c,Atlanta ATL11 Data Center,,Digital Realty,https://www.digitalrealty.com,Public,DLR,DLR:US,NYSE:DLR,NYSE:BX,Active,"101 Aquila Way, Austell, GA 30168, USA",30168,13067,Cobb County,Austell,04252,GA,Georgia,33.7464664,-84.5796853,,313000,313000,28.8,On Subscription,On Subscription,On Subscription,4.77,,2000,GreyStone Power Corporation,7090,Private,,,,https://www.digitalrealty.com/data-centers/americas/atlanta/atl11,https://maps.app.goo.gl/WhkXvWHK36cPVWDH8,,2024-10-30,2024-11-15
3c4b2632-9b75-4f13-a4d2-e4d361feb3cf,Google New Albany Data Center Building 1,"New Albany, Google Campus",Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,Active,"1101 Beech Rd SW, New Albany, OH, USA",43054,39049,Franklin County,New Albany,53970,OH,Ohio,40.05797999,-82.76466205,140,288000,288000,,On Subscription,On Subscription,On Subscription,,,2022,Licking Rural Electric Inc,10668,Private,,,,https://www.google.com/about/datacenters/locations/centralohio/,https://maps.app.goo.gl/fPnZ7P6VeGUzAWRh9,"Area Measured by Aterio, Expanded in 2024",2024-10-28,2024-11-15
00371327-8827-4ad4-8197-b3b4fa7fe7c6,Waukee IA Data Center Building 1,"Waukee, Apple IA Campus",Apple Inc.,,Public,AAPL,AAPL:US,NASDAQ:AAPL,,Construction,"J39G+X7J Waukee, Iowa",50263,19049,Dallas County,Waukee,82695,IA,Iowa,41.6202799,-93.9270085,,290000,290000,,On Subscription,On Subscription,On Subscription,,,,MidAmerican Energy Co,12341,Private,,,,https://www.apple.com/pl/newsroom/2017/08/apples-next-us-data-center-will-be-built-in-iowa/,https://maps.app.goo.gl/WTkvVn4uuzV8TSc96,"Satellite 2024-01-31 Construction 60% , Correct substation 41.62205024777724, -93.9189520314205",2024-09-20,2024-11-15
316e8bab-7c45-4e57-86c0-a91a286af7a7,Waukee IA Data Center Building 2,"Waukee, Apple IA Campus",Apple Inc.,,Public,AAPL,AAPL:US,NASDAQ:AAPL,,Construction,"J39G+X7J Waukee, Iowa",50263,19049,Dallas County,Waukee,82695,IA,Iowa,41.6202799,-93.9270085,,200000,200000,,On Subscription,On Subscription,On Subscription,,,,MidAmerican Energy Co,12341,Private,,,,https://www.apple.com/pl/newsroom/2017/08/apples-next-us-data-center-will-be-built-in-iowa/,https://maps.app.goo.gl/WTkvVn4uuzV8TSc96,"Satellite 2024-01-31 Construction 10% , Correct substation 41.62205024777724, -93.9189520314205",2024-09-20,2024-11-15
18e7b08c-5166-4dca-8727-9fc07ddc8557,Council Bluffs Data Center N Lake Manawa,,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,Active,"1430 Veterans Memorial Hwy, Council Bluffs, IA, US",51501,19155,Pottawattamie County,Council Bluffs,16860,IA,Iowa,41.22158812,-95.86384263,,230150,230150,,On Subscription,On Subscription,On Subscription,,,,MidAmerican Energy Co,12341,Private,,,,https://www.google.com/about/datacenters/locations/council-bluffs/,https://maps.app.goo.gl/sBjQufiNemiJJkpo9,Area Measured by Aterio,2024-10-25,2024-11-15
9b3f973a-5ae9-4794-b067-8c5d8ba34be2,Minneapolis II - Chaska Data Center,,Stream Data Centers,https://www.streamdatacenters.com,Private,,,,"Stream Realty Partners, LP",Active,"1706 West Creek Lane, Chaska, MN, USA",55318,27019,Carver County,Chaska,10972,MN,Minnesota,44.8079198,-93.6373531,,56000,56000,4.8,On Subscription,On Subscription,On Subscription,7.71,,2017,Minnesota Valley Electric Coop,12651,Private,,,,https://www.streamdatacenters.com/locations/minneapolis/,https://maps.app.goo.gl/RoC9woptKB4fkQjM6,,2024-09-20,2024-11-15
48dca63d-5f08-41cd-8312-de90db8f6150,Utah Data Center,"Utha, Novva Campus",Novva Data Centers,https://www.novva.com/,Private,,,,,Active,"6477 Wells Park Rd, West Jordan, UT",84081,49035,Salt Lake County,West Jordan,82950,UT,Utah,40.57442751,-112.0456393,100,1500000,1500000,200,On Subscription,On Subscription,On Subscription,,5.8,,PacifiCorp,14354,Private,,,,https://www.novva.com/data-center-facilities/utah/,https://maps.app.goo.gl/kSxZkXmjKrLFMWYr5,,2024-09-20,2024-11-15
17a5f60d-6e9e-40bd-a6cd-32d4ecf3b1a0,Phoenix Data Center,"Phoenix, QTS Campus",QTS Data Centers,https://www.qtsdatacenters.com,Private,,,,Blackstone,Active,"1200 North 40th Street, Phoenix, Arizona 85008, USA",85008,04013,Maricopa County,Phoenix,55000,AZ,Arizona,33.4623678,-111.9957938,85,108000,108000,280,On Subscription,On Subscription,On Subscription,,,,Salt River Project,16572,Private,,,,https://www.qtsdatacenters.com/data-centers/phoenix,https://maps.app.goo.gl/pCfyyUnbYzfxEjCF8,,2024-09-20,2024-11-15
a126985d-a210-43b3-a955-321982f4040a,Phoenix-North Mountain Data Center,,Expedient,https://www.expedient.com,Private,,,,,Active,"2475 West Townley Avenue, Phoenix, AZ, USA",85021,04013,Maricopa County,Phoenix,55000,AZ,Arizona,33.5644469,-112.1120033,,46000,46000,3.6,On Subscription,On Subscription,On Subscription,,,,Salt River Project,16572,Private,,,,https://www.expedient.com/data-centers/phoenix/,https://maps.app.goo.gl/SnsxudyV56rNZZxh7,,2024-09-20,2024-11-15
75b76940-1608-4911-8f2d-b4113719e182,Phoenix 1 Data Center,,Lumen,https://www.lumen.com,Public,LUMN,LUMN:US,NYSE:LUMN,,Active,"811 South 16th Street, Phoenix, AZ, USA",85034,04013,Maricopa County,Phoenix,55000,AZ,Arizona,33.4397667,-112.046985,,47836,47836,11,On Subscription,On Subscription,On Subscription,,,,Salt River Project,16572,Private,,,,https://www.lumen.com/en-us/edge-cloud/data-centers.html,https://maps.app.goo.gl/WWzGpiasnbB9akLN8,Area Estimated by Aterio,2024-09-20,2024-11-15
af9d8582-bbb7-4ae7-a8ce-1d85b5abfac2,AZS - 1 - Scottsdale Data Center,,Iron Mountain Data Centers,https://www.ironmountain.com/data-centers,Public,IRM,IRM:US,NYSE:IRM,,Active,"8521 East Princess Drive, Scottsdale, AZ, USA",85255,04013,Maricopa County,Scottsdale,65000,AZ,Arizona,33.6444794,-111.8955766,4.5,121000,121000,5.8,On Subscription,On Subscription,On Subscription,6.83,,2001,Salt River Project,16572,Private,,,,https://www.ironmountain.com/data-centers/locations/scottsdale-data-center,https://maps.app.goo.gl/AVAszYTmX6yTdT5f9,,2024-09-20,2024-11-15
2f0d4f13-1841-49a9-ae8a-5954132c1e64,PHX1- Phoenix Data Center,"Chandler, CyrusOne Campus",CyrusOne,https://www.cyrusone.com,Private,,,,KKR,Active,"2335 South Ellis Street, Chandler, AZ, USA",85286,04013,Maricopa County,Chandler,12000,AZ,Arizona,33.27097565,-111.8817722,85,101470,101470,9,On Subscription,On Subscription,On Subscription,,,,Salt River Project,16572,Private,,,,https://www.cyrusone.com/data-centers/north-america/arizona/phx1-phx8-phoenix,https://maps.app.goo.gl/dcCEmLPcWMvmdGQ56,,2024-09-20,2024-11-15
fbb99755-4101-4c32-b88f-f18ea4dc9846,Seattle Data Center,,TierPoint,https://www.tierpoint.com,Private,,,,Argo Infrastructure Partners,Active,"100 4th Avenue North, Seattle, WA, USA",98109,53033,King County,Seattle,63000,WA,Washington,47.6189206,-122.348556,,33000,33000,5,On Subscription,On Subscription,On Subscription,4.49,,2003,City of Seattle - (WA),16868,Public (Municipal),,,,https://www.tierpoint.com/data-centers/washington/seattle/,https://maps.app.goo.gl/iEHCiwzk4c33LV5T8,,2024-09-20,2024-11-15
210204b6-79fd-4651-af86-00b6218bf419,Los Lunas Data Center Building 3,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/Bjq5HevsRqcT53DeA,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
36056095-ad9b-4717-a5a4-9b8bf36a3f3f,Los Lunas Data Center Building 8,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Construction,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/LGgNPvQi3JTry4Ec8,Satellite 2024-09-05 Construction 80%,2024-09-20,2024-11-15
703c6285-3f47-473c-9f2d-007e63e1fcec,Los Lunas Data Center Building 4,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/7qZVyVZptzGziX2G6,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
cb1dd946-a612-4658-8b7c-d2c690a250e0,Los Lunas Data Center Building 6,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/b4dUQxwSBs3ny8Cw5,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
