ATERIO_DATACENTER_UNIQUE_ID,DATACENTER_BUILDING_NAME,DATACENTER_CAMPUS_NAME,PROVIDER_NAME,PROVIDER_URL,PROVIDER_PUBLIC_PRIVATE,PROVIDER_TICKER_NAME,PROVIDER_BLOOMBERG_TICKER_NAME,STOCK_EXCHANGE_PROVIDER_NAME,PROVIDER_BACKED_BY,DATACENTER_STAGE,FULL_ADDRESS,ZIP_CODE,COUNTY_FIPS_CODE,COUNTY_NAME,CITY_NAME,PLACE_FIPS_CODE,STATE_CODE,STATE_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,SITE_ACREAGE,TOT_FACILITY_SPACE_SQFT,TOT_DATACENTER_SPACE_SQFT,TOT_POWER_MW,EST_TOT_POWER_MW,EST_TOT_POWER_MW_LOWER,EST_TOT_POWER_MW_UPPER,AVG_MARKET_POWER_COST,CENTS_KWH,YEAR_BUILT,UTILITY_NAME,UTILITY_CODE,UTILITY_PUBLIC_PRIVATE,UTILITY_TICKER_NAME,UTILITY_BLOOMBERG_TICKER_NAME,UTILITY_EXCHANGE_PROVIDER_TICKER_NAME,DATASHEET_URL,MAP_URL,NOTES,RECORD_UPDATED_DATE,UPDATED_AT
38b327ce-dace-4d67-a94e-68695633eda6,Los Lunas Data Center Building 7,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/GnaRYtzo83ccnAxv6,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
fbd682e5-0af8-4ca3-a510-bfeecdc3c073,Los Lunas Data Center Building 1,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/bj1xj8NR4W5RnQTo7,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
ea91d90c-f5ce-4c56-afca-9cb64b69ba43,Los Lunas Data Center Building 2,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/diTnZPr9TegHnMeo7,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
cf778251-230f-4b66-bbee-07a2f06dea08,Los Lunas Data Center Building 5,"Los Lunas, Meta Campus",Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Active,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370,NM,New Mexico,34.831082,-106.784582,250,280000,280000,,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://maps.app.goo.gl/ttboixVR59QVc2xD8,https://maps.app.goo.gl/hz2eFaY8XiQViMoLA,"Area Measured by Aterio, Large Solar Panel farm next to data center, Correct Substation 34.829902821055704, -106.7870259770958",2024-09-20,2024-11-15
3f298547-3a57-40c5-ac4a-f45ce6618c80,ABQ1 Albuquerque Data Center ,,Centersquare,https://www.centersquaredc.com,Private,,,,Brookfield,Active,"400 Tijeras Avenue Northwest, Albuquerque, NM, USA",87102,35001,Bernalillo County,Albuquerque,02000,NM,New Mexico,35.0865452,-106.6517403,,,30000,6,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-ABQ-SpecSheet.pdf,https://maps.app.goo.gl/tvN5s6akare4ZJ4BA,,2024-09-20,2024-11-15
1591aa79-70f0-481a-8774-d98813473aed,Albuquerque Data Center,,H5 Data Centers,https://www.h5datacenters.com,Private,,,,,Active,"505 Marquette Avenue Northwest, Albuquerque, NM, USA",87102,35001,Bernalillo County,Albuquerque,02000,NM,New Mexico,35.0885549,-106.6522841,,225000,225000,20,On Subscription,On Subscription,On Subscription,,,,Public Service Co of NM,15473,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,https://h5datacenters.com/albuquerque-data-center.html,https://maps.app.goo.gl/rXAfpbMRLHe2V6xh9,,2024-09-20,2024-11-15
b089feb5-3250-4756-87af-3a44f084e48b,DFW8 - Plano II Data Center,,DataBank,https://www.databank.com,Private,,,,,Active,"8375 Dominion Pkwy, Plano, TX, USA",75024,48085,Collin County,Plano,58016,TX,Texas,33.0871412,-96.8155962,,144000,126000,13.5,On Subscription,On Subscription,On Subscription,5.51,,2017,"Denton County Elec Coop, Inc",5078,Private (Cooperative),,,,https://www.databank.com/data-centers/dallas/plano-campus/dfw8/,https://maps.app.goo.gl/qNaj4PTbHvpkhs5Z9,,2024-09-20,2024-11-15
f00e96e8-8dbd-417e-bcfe-04f96f38cc29,Legacy I Data Center,"Legacy, Skybox Campus",Skybox Datacenters,https://www.skyboxdatacenters.com,Private,,,,Prologis,Active,"6815 Communications Parkway, Plano, TX, USA",75024,48085,Collin County,Plano,58016,TX,Texas,33.0707287,-96.8284132,40,140000,108000,20,On Subscription,On Subscription,On Subscription,,,,"Denton County Elec Coop, Inc",5078,Private (Cooperative),,,,https://www.skyboxdatacenters.com/locations/skybox-legacy,https://maps.app.goo.gl/RdKo9qPzSH1geRzQ9,,2024-09-20,2024-11-15
a0d8d2b6-74bd-4646-a5aa-761896bf1a74,ATL02 Atlanta Data Center,,EdgeConnex,https://www.edgeconnex.com,Private,,,,,Active,"1101 Donnelly Avenue Southwest, Atlanta, GA 30310, USA",30310,13121,Fulton County,Atlanta,04000,GA,Georgia,33.731803,-84.4235854,,91980,91980,9,On Subscription,On Subscription,On Subscription,,,,City of East Point - (GA),5582,Public (Municipality),,,,https://www.edgeconnex.com/locations/americas/atlanta-ga/,https://maps.app.goo.gl/5unWZsjy1qi2CdMfA,,2024-09-20,2024-11-15
375b23e1-fd23-4bf9-a76d-c70727922e6b,NAS01 Nashville Data Center,,EdgeConnex,https://www.edgeconnex.com,Private,,,,,Active,"1841 Air Lane Drive bldg 3, Nashville, TN 37210, USA",37210,47037,Davidson County,Nashville,52006,TN,Tennessee,36.1448813,-86.7017215,,42500,42500,3,On Subscription,On Subscription,On Subscription,6.81,,1982,Nashville Electric Service,13216,Public (Municipality),,,,https://www.edgeconnex.com/locations/americas/nashville-tn/,https://maps.app.goo.gl/Yi8zSsFQpTqLtdiC8,,2024-09-20,2024-11-15
dd697ada-cf78-45f9-9ded-247ef68cbf6a,CMH1 (Columbus) Lewis Center Data Center Campus,,Centersquare,https://www.centersquaredc.com,Private,,,,Brookfield,Active,"8180 Green Meadows Dr, Lewis Center, OH, USA",43035,39041,Delaware County,Lewis Center,,OH,Ohio,40.1688659,-83.0107977,,60000,60000,8,On Subscription,On Subscription,On Subscription,,,,City of Columbus - (OH),4065,Public (Municipality),,,,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-CMH-SpecSheet.pdf,https://maps.app.goo.gl/6ef8eGxckodoUZJc8,,2024-09-20,2024-11-15
8bb748c9-8fc6-4229-b206-37cc6ce8ff49,COL4-S Columbus Data Center,Columbus Campus ,Cologix,https://www.cologix.com,Private,,,,,Construction,"7500 Alta View Boulevard, Columbus, OH, USA",43085,39049,Franklin County,Columbus,18000,OH,Ohio,40.1182103,-83.0006327,7,256000,256000,50,On Subscription,On Subscription,On Subscription,7.14,,,City of Westerville - (OH),20477,Public (Municipality),,,,https://cologix.com/wp-content/uploads/2023/09/COL4-HYPER-Data-Center-Spec-Sheet.pdf,https://maps.app.goo.gl/kky5ssoZQwFUMvMh9,Satellite 2023-11-19 Construction 50%,2024-09-20,2024-11-15
3af770d9-5cb9-48c9-a04e-220f780098e4,Cleveland Data Center,,H5 Data Centers,https://www.h5datacenters.com,Private,,,,,Active,"1625 Rockwell Avenue, Cleveland, OH, USA",44114,39035,Cuyahoga County,Cleveland,16000,OH,Ohio,41.5067004,-81.6830495,,351000,333000,10,On Subscription,On Subscription,On Subscription,7.14,6,1920,City of Cleveland - (OH),3762,Public (Municipality),,,,https://h5datacenters.com/cleveland-data-center.html,https://maps.app.goo.gl/m6tCXbvPE7eAZtaRA,,2024-09-20,2024-11-15
691cc6a7-fd17-4148-89ab-776a6f40e273,TX1 Richardson Data Center,,365 Data Centers,https://www.365datacenters.com,Private,,,,,Active,"1001 East Campbell Road, Richardson, TX, USA",75081,48113,Dallas County,Richardson,61796,TX,Texas,32.9761355,-96.7074272,,75100,75100,6.2,On Subscription,On Subscription,On Subscription,5.51,,2001,City of Garland - (TX),6958,Public (Municipality),,,,https://365datacenters.com/richardson-data-center/,https://maps.app.goo.gl/t6xwpcRShHoH4iDj6,,2024-09-20,2024-11-15
a1df678d-6e3d-4b86-a268-9ce6dd6716f5,SAT-1  San Antonio,SAT (San Antonio) Cloud HQ Campus,CloudHQ,https://cloudhq.com,Private,,,,,Announcement,"15355 Lambda Drive, San Antonio, TX",78245,48029,Bexar County,San Antonio,65000,TX,Texas,29.41580344,-98.79887959,,,600000,84,On Subscription,On Subscription,On Subscription,5.51,,,City of San Antonio - (TX),16604,Public (Municipality),,,,https://cloudhq.com/campus/sat-campus/,https://maps.app.goo.gl/f1XCkopG5n8Ya9Ej7,Satellite 2024-02-12 No Construction - Area estimated by Aterio,2024-09-20,2024-11-15
0f558341-7a5a-400a-aded-6ea0b779ab4f,LA7 Torrance Data Center,,Equinix,https://www.equinix.com,Public,EQIX,EQIX:US,NASDAQ:EQIX,,Active,"1501 Francisco Street, Torrance, CA, USA",90501,06037,Los Angeles County,Torrance,80000,CA,California,33.8495055,-118.3048346,,108180,74983,6,On Subscription,On Subscription,On Subscription,12.1,,2000,Los Angeles Department of Water & Power,11208,Public (Municipality),,,,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/los-angeles-data-centers/la7,https://maps.app.goo.gl/nWHKej9RbzqBda4i7,Area Estimated by Aterio,2024-09-20,2024-11-15
87cb01cb-c155-40c1-bc89-63a29aa66c11,The Dalles Data Center Building 1,"The Dalles, Google Campus",Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,Active,"4200 Columbia Rd, The Dalles, OR 97058, USA",97058,41065,Wasco County,The Dalles,72950,OR,Oregon,45.63206531,-121.2010823,,158605,158605,,On Subscription,On Subscription,On Subscription,,,,Northern Wasco County PUD,13788,Public (Special District),,,,https://www.google.com/about/datacenters/locations/the-dalles/,https://maps.app.goo.gl/S8SkcvsBBcB8Kco2A,Area Measured by Aterio,2024-10-25,2024-11-15
6696f06e-f6c8-42ab-9e81-95e5ad6c1991,WA1 Quincy Data Center Building 1,"Quincy, Vantage Campus",Vantage Data Centers,https://www.vantage-dc.com,Private,,,,"SilverLake, Digital Bridge Group",Active,"2101 M Street Northeast, Quincy, WA, USA",98848,53025,Grant County,Quincy,57115,WA,Washington,47.2501422,-119.8144629,68,133000,133000,25,On Subscription,On Subscription,On Subscription,4.49,,,PUD No 2 of Grant County,14624,Public (Special District),,,,https://vantage-dc.com/data-center-locations/north-america/quincy-washington/,https://maps.app.goo.gl/Kj1y3kyLWLNzLGiX6,,2024-09-20,2024-11-15
e4ed0db7-42b8-45ca-9948-de08a93b0e4a,210 North Tucker St. Louis Data Center,,Netrality Data Centers,https://www.netrality.com,Private,,,,,Active,"210 North Tucker Boulevard, St. Louis, MO, USA",63101,29510,St. Louis City,Saint Louis,65000,MO,Missouri,38.6292617,-90.1971786,,442837,442837,20,On Subscription,On Subscription,On Subscription,,,,Union Electric Co - (MO),19436,Public (Part of Ameren Corp),AEE,AEE:US,NYSE:AEE,https://netrality.com/locations/data-center-st-louis-210/,https://maps.app.goo.gl/NyCMAyZUtKJFYFZ79,,2024-09-20,2024-11-15
43bce0e5-6745-4467-a7c5-6a0e739b17ee,Chicago II Chicago Data Center,,Stream Data Centers,https://www.streamdatacenters.com,Private,,,,"Stream Realty Partners, LP",Active,"1925 Busse Road, Elk Grove Village, IL, USA",60007,17031,Cook County,Elk Grove Village,23256,IL,Illinois,41.9991475,-87.9582911,,226000,226000,32,On Subscription,On Subscription,On Subscription,6.11,,2013,Commonwealth Edison Co,4110,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,https://www.streamdatacenters.com/locations/chicago/,https://maps.app.goo.gl/MKFa9T5CxqGvo4FB8,"In 2023, the site was fully leased by a few select cloud providers and hyperscale tenants.",2024-09-20,2024-11-15
4bef437a-93e6-4acf-93a1-ed9bc46c6d69,CH3 Elk Grove Data Center,,Equinix,https://www.equinix.com,Public,EQIX,EQIX:US,NASDAQ:EQIX,,Active,"1905 Lunt Avenue, Elk Grove Village, IL, USA",60007,17031,Cook County,Elk Grove Village,23256,IL,Illinois,42.0010976,-87.9548634,,138000,196151,10.8,On Subscription,On Subscription,On Subscription,6.11,,2007,Commonwealth Edison Co,4110,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/chicago-data-centers/ch3,https://maps.app.goo.gl/MwgWFhcqN9eGDADU6,Area Estimated by Aterio,2024-09-20,2024-11-15
19ab9b16-0565-40eb-8644-d1805cdb71d1,Microsft Illinois Azure North Central US,,Microsoft,https://www.azure.microsoft.com/en-ca/explore/global-infrastructure,Public,MSFT,MSFT:US,NASDAQ:MSFT,,Active,"601 Northwest Avenue, Northlake, IL, USA",60164,17031,Cook County,Melrose Park,48242,IL,Illinois,41.92320462,-87.91841647,,700000,100000,,On Subscription,On Subscription,On Subscription,,,,Commonwealth Edison Co,4110,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,https://maps.app.goo.gl/3L4RwEW6UTm2jMmCA,https://maps.app.goo.gl/h9RpQKh55jZHpcq18,,2024-09-20,2024-11-15
18ae0d0f-6185-486c-9d33-77c155f34105,CH6 Chicago Data Center,,365 Data Centers,https://www.365datacenters.com,Private,,,,,Active,"427 South LaSalle Street, Chicago, IL, USA",60605,17031,Cook County,Chicago,14000,IL,Illinois,41.8762116,-87.6314534,,10000,10000,1.72,On Subscription,On Subscription,On Subscription,,,,Commonwealth Edison Co,4110,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,https://365datacenters.com/chicago-data-center/,https://maps.app.goo.gl/UreXPxboudebAeQZ8,Multiple Data Centers in building,2024-09-20,2024-11-15
302036dd-074a-45de-92fb-15bc3540a4c7,CHIL1 MTC Data Center,,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,Active,"40 E Garfield Blvd, Chicago, IL, USA",60615,17031,Cook County,Chicago,14000,IL,Illinois,41.7946843,-87.6239554,,230000,50000,10,On Subscription,On Subscription,On Subscription,,,,Commonwealth Edison Co,4110,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,https://www.1547realty.com/data-center/chicago-il-chil1/,https://maps.app.goo.gl/2KTnfi5z8T6e9XGi8,,2024-09-20,2024-11-15
625e3ddd-68f8-4bf0-ae2f-9abccb6481d2,Las Vegas - North Data Center,,Flexential,https://www.flexential.com,Private,,,,,Active,"3330 E Lone Mountain Rd, North Las Vegas, NV 89081, USA",89081,32003,Clark County,North Las Vegas,51800,NV,Nevada,36.2480093,-115.1012725,,111240,111240,9,On Subscription,On Subscription,On Subscription,7.29,,2007,Nevada Power Co,13407,Private (Subsidiary of NV Energy),,,,https://www.flexential.com/data-centers/nv/las-vegas/north-data-center,https://maps.app.goo.gl/mMDCyAb8k2HeZPp8A,Expanded in 2022,2024-09-20,2024-11-15
